pid,Segment_Q1,Segment_Q2,WC_Q1,WC_Q2,Analytic_Q1,Analytic_Q2,Clout_Q1,Clout_Q2,Authentic_Q1,Authentic_Q2,Tone_Q1,Tone_Q2,WPS_Q1,WPS_Q2,BigWords_Q1,BigWords_Q2,Dic_Q1,Dic_Q2,Linguistic_Q1,Linguistic_Q2,function_Q1,function_Q2,pronoun_Q1,pronoun_Q2,ppron_Q1,ppron_Q2,i_Q1,i_Q2,we_Q1,we_Q2,you_Q1,you_Q2,shehe_Q1,shehe_Q2,they_Q1,they_Q2,ipron_Q1,ipron_Q2,det_Q1,det_Q2,article_Q1,article_Q2,number_Q1,number_Q2,prep_Q1,prep_Q2,auxverb_Q1,auxverb_Q2,adverb_Q1,adverb_Q2,conj_Q1,conj_Q2,negate_Q1,negate_Q2,verb_Q1,verb_Q2,adj_Q1,adj_Q2,quantity_Q1,quantity_Q2,Drives_Q1,Drives_Q2,affiliation_Q1,affiliation_Q2,achieve_Q1,achieve_Q2,power_Q1,power_Q2,Cognition_Q1,Cognition_Q2,allnone_Q1,allnone_Q2,cogproc_Q1,cogproc_Q2,insight_Q1,insight_Q2,cause_Q1,cause_Q2,discrep_Q1,discrep_Q2,tentat_Q1,tentat_Q2,certitude_Q1,certitude_Q2,differ_Q1,differ_Q2,memory_Q1,memory_Q2,Affect_Q1,Affect_Q2,tone_pos_Q1,tone_pos_Q2,tone_neg_Q1,tone_neg_Q2,emotion_Q1,emotion_Q2,emo_pos_Q1,emo_pos_Q2,emo_neg_Q1,emo_neg_Q2,emo_anx_Q1,emo_anx_Q2,emo_anger_Q1,emo_anger_Q2,emo_sad_Q1,emo_sad_Q2,swear_Q1,swear_Q2,Social_Q1,Social_Q2,socbehav_Q1,socbehav_Q2,prosocial_Q1,prosocial_Q2,polite_Q1,polite_Q2,conflict_Q1,conflict_Q2,moral_Q1,moral_Q2,comm_Q1,comm_Q2,socrefs_Q1,socrefs_Q2,family_Q1,family_Q2,friend_Q1,friend_Q2,female_Q1,female_Q2,male_Q1,male_Q2,Culture_Q1,Culture_Q2,politic_Q1,politic_Q2,ethnicity_Q1,ethnicity_Q2,tech_Q1,tech_Q2,Lifestyle_Q1,Lifestyle_Q2,leisure_Q1,leisure_Q2,home_Q1,home_Q2,work_Q1,work_Q2,money_Q1,money_Q2,relig_Q1,relig_Q2,Physical_Q1,Physical_Q2,health_Q1,health_Q2,illness_Q1,illness_Q2,wellness_Q1,wellness_Q2,mental_Q1,mental_Q2,substances_Q1,substances_Q2,sexual_Q1,sexual_Q2,food_Q1,food_Q2,death_Q1,death_Q2,need_Q1,need_Q2,want_Q1,want_Q2,acquire_Q1,acquire_Q2,lack_Q1,lack_Q2,fulfill_Q1,fulfill_Q2,fatigue_Q1,fatigue_Q2,reward_Q1,reward_Q2,risk_Q1,risk_Q2,curiosity_Q1,curiosity_Q2,allure_Q1,allure_Q2,Perception_Q1,Perception_Q2,attention_Q1,attention_Q2,motion_Q1,motion_Q2,space_Q1,space_Q2,visual_Q1,visual_Q2,auditory_Q1,auditory_Q2,feeling_Q1,feeling_Q2,time_Q1,time_Q2,focuspast_Q1,focuspast_Q2,focuspresent_Q1,focuspresent_Q2,focusfuture_Q1,focusfuture_Q2,Conversation_Q1,Conversation_Q2,netspeak_Q1,netspeak_Q2,assent_Q1,assent_Q2,nonflu_Q1,nonflu_Q2,filler_Q1,filler_Q2,AllPunc_Q1,AllPunc_Q2,Period_Q1,Period_Q2,Comma_Q1,Comma_Q2,QMark_Q1,QMark_Q2,Exclam_Q1,Exclam_Q2,Apostro_Q1,Apostro_Q2,OtherP_Q1,OtherP_Q2,Emoji_Q1,Emoji_Q2
R_92XU34cSilT3AQN,1.0,1.0,60.0,41.0,1.62,1.25,1.0,4.28,51.55,94.28,1.0,0.0,12.0,20.5,15.0,12.2,96.67,100.0,85.0,87.8,70.0,70.73,23.33,26.83,18.33,17.07,15.0,12.2,0.0,0.0,0.0,4.88,3.33,0.0,0.0,0.0,5.0,9.76,16.67,17.07,8.33,2.44,0.0,4.88,6.67,12.2,18.33,14.63,5.0,4.88,11.67,12.2,1.6699999999999997,2.44,28.33,24.39,5.0,9.76,3.33,7.32,1.6699999999999997,2.44,1.6699999999999997,2.44,0.0,0.0,0.0,0.0,31.67,31.710000000000004,0.0,2.44,18.33,21.95,3.33,7.32,3.33,0.0,6.67,4.88,1.6699999999999997,4.88,0.0,0.0,5.0,4.88,0.0,0.0,5.0,2.44,0.0,0.0,5.0,0.0,3.33,2.44,0.0,0.0,3.33,0.0,1.6699999999999997,0.0,1.6699999999999997,0.0,0.0,0.0,0.0,0.0,11.67,12.2,6.67,7.32,0.0,0.0,0.0,0.0,1.6699999999999997,0.0,0.0,0.0,5.0,4.88,5.0,4.88,0.0,0.0,1.6699999999999997,0.0,3.33,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,2.44,5.0,4.88,0.0,0.0,0.0,0.0,3.33,4.88,1.6699999999999997,0.0,0.0,0.0,3.33,4.88,1.6699999999999997,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6699999999999997,0.0,0.0,0.0,0.0,0.0,1.6699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.32,3.33,7.32,1.6699999999999997,2.44,0.0,0.0,1.6699999999999997,0.0,1.6699999999999997,2.44,0.0,0.0,0.0,0.0,3.33,7.32,3.33,0.0,3.33,4.88,5.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,9.76,8.33,4.88,5.0,4.88,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0
R_93ghrbs9UkMfX8J,1.0,1.0,68.0,57.0,1.05,10.19,48.8,1.83,89.39,87.88,41.97,5.65,22.67,28.5,10.29,15.79,95.59,87.72,79.41,75.44,64.71,61.4,16.18,19.3,10.29,14.04,4.41,12.28,4.41,0.0,0.0,0.0,0.0,1.75,1.47,0.0,5.88,5.26,11.76,8.77,2.94,1.75,0.0,0.0,7.35,14.04,19.12,10.53,10.29,3.51,11.76,15.79,0.0,0.0,29.41,14.04,10.29,8.77,2.94,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,36.76,28.07,2.94,0.0,19.12,15.79,5.88,1.75,1.47,1.75,4.41,3.51,2.94,5.26,0.0,0.0,7.35,5.26,0.0,0.0,1.47,5.26,1.47,0.0,0.0,1.75,0.0,5.26,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29,10.53,1.47,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,3.51,8.82,5.26,0.0,0.0,1.47,0.0,0.0,0.0,0.0,1.75,1.47,0.0,0.0,0.0,0.0,0.0,1.47,0.0,4.41,0.0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,7.02,8.82,5.26,1.47,1.75,0.0,0.0,5.88,3.51,2.94,0.0,0.0,0.0,0.0,0.0,5.88,7.02,1.47,0.0,13.24,3.51,4.41,1.75,5.88,3.51,2.94,0.0,1.47,1.75,1.47,0.0,0.0,1.75,5.88,5.26,4.41,1.75,1.47,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_93vFP1P8RlZwhtL,1.0,1.0,165.0,130.0,6.680000000000001,44.27,1.5799999999999998,2.37,99.0,95.87,13.71,30.73,18.33,26.0,18.79,27.69,92.73,93.08,80.0,70.0,68.48,61.54,18.18,16.15,13.94,10.0,10.3,9.23,0.0,0.0,3.03,0.0,0.0,0.77,0.61,0.0,4.24,6.15,14.55,20.0,6.67,6.15,1.21,1.54,10.91,13.85,14.55,9.23,9.09,5.38,8.48,7.69,3.64,0.0,22.42,14.62,3.03,6.92,3.03,4.62,1.82,2.31,1.21,0.77,0.0,0.0,0.61,1.54,35.76,33.85,1.21,0.77,16.36,23.85,3.03,9.23,2.42,3.08,1.21,0.77,4.85,6.15,0.61,0.77,6.67,3.85,0.0,0.0,3.03,2.31,1.21,1.54,1.82,0.77,1.21,0.77,0.0,0.0,1.21,0.77,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,7.88,6.15,3.03,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,2.31,4.85,1.54,0.0,0.0,1.21,0.77,0.0,0.0,0.0,0.77,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.77,1.82,2.31,0.0,0.0,0.0,0.0,0.61,2.31,1.82,0.0,0.0,0.0,1.21,5.38,0.61,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,9.09,2.31,6.67,6.15,0.61,0.0,2.42,1.54,4.24,3.08,1.21,0.0,0.0,0.0,0.0,1.54,7.27,2.31,3.64,0.77,7.27,4.62,3.64,4.62,0.61,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97,9.23,4.85,4.62,7.27,4.62,0.61,0.0,0.0,0.0,3.64,0.0,0.61,0.0,0.0,0.0
R_944ny0AxPq31Zip,1.0,1.0,239.0,202.0,32.38,30.55,14.21,1.0,79.17,96.63,52.56,2.9200000000000004,15.93,13.47,17.99,19.31,92.47,92.57,74.9,73.27,59.83,61.88,15.06,15.84,12.13,11.88,7.95,10.89,0.84,0.0,0.42,0.0,0.0,0.99,2.9299999999999997,0.0,2.9299999999999997,3.96,10.88,17.82,7.109999999999999,6.44,1.26,0.99,15.9,14.36,11.719999999999999,9.9,6.69,5.45,10.88,11.88,1.26,0.99,22.18,16.34,4.18,7.92,2.09,4.46,3.77,1.49,1.67,0.99,1.67,0.5,0.42,0.0,30.96,31.19,0.84,0.99,22.18,22.77,6.69,4.95,2.09,0.99,7.95,5.94,4.6,4.46,0.0,1.49,3.77,6.93,0.0,0.0,7.109999999999999,4.95,4.6,0.99,2.51,3.47,2.51,1.98,0.42,0.0,2.09,1.49,0.42,0.99,0.84,0.0,0.42,0.0,0.0,0.0,9.21,5.94,2.9299999999999997,3.96,0.0,0.5,0.0,0.0,0.42,0.5,0.42,0.0,2.09,2.97,6.28,1.98,0.0,0.5,0.84,0.5,0.0,1.49,0.0,0.0,0.42,0.5,0.0,0.0,0.0,0.0,0.42,0.5,2.51,2.97,1.26,0.0,0.0,0.0,1.26,2.48,0.0,0.5,0.0,0.0,1.67,3.47,0.0,2.97,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.84,0.0,0.42,0.0,0.0,0.0,0.0,0.5,0.0,1.98,0.0,3.96,9.21,5.45,10.88,6.93,1.67,0.99,0.42,2.48,6.28,3.96,2.09,1.49,0.0,0.0,0.42,0.0,5.44,5.94,3.35,0.99,3.35,3.47,2.9299999999999997,0.0,0.42,0.5,0.42,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.13,15.84,6.28,7.43,0.42,2.97,0.0,0.0,0.0,0.0,4.6,3.96,0.84,1.49,0.0,0.0
R_962o5xFSw9PbNFZ,1.0,1.0,117.0,223.0,82.42,9.21,35.18000000000001,1.0,30.98,80.56,11.52,3.66,39.0,17.15,14.53,16.59,94.87,88.79,72.65,71.3,57.26,52.91,11.11,19.28,9.4,13.9,5.13,11.66,0.85,0.45,0.0,0.45,0.0,0.45,2.56,0.9,1.71,5.38,17.09,11.21,11.11,4.04,0.0,0.0,17.09,10.76,8.55,9.87,3.42,8.52,8.55,9.42,0.85,1.79,20.51,23.32,3.42,3.14,0.0,2.24,4.27,2.24,1.71,0.9,0.85,0.45,2.56,0.9,26.5,28.7,0.0,0.45,22.22,21.08,4.27,4.04,1.71,0.45,4.27,8.07,7.69,5.83,0.85,0.45,2.56,4.93,0.0,0.0,5.98,3.14,2.56,0.45,3.42,2.69,0.85,1.79,0.0,0.45,0.85,1.35,0.85,0.9,0.0,0.0,0.0,0.0,0.0,0.0,11.97,10.76,5.13,8.07,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.45,4.27,4.48,6.84,2.69,0.0,0.0,0.85,0.45,0.0,0.0,0.0,0.45,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,5.13,4.48,1.71,0.0,0.0,0.0,3.42,4.04,0.0,0.45,0.0,0.0,10.26,4.48,1.71,3.14,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,2.24,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.9,11.97,8.52,6.84,11.21,0.0,3.14,0.85,0.45,4.27,4.48,1.71,1.79,0.0,1.35,0.0,0.9,2.56,5.83,0.85,3.59,1.71,4.93,2.56,0.0,0.85,0.45,0.85,0.45,0.0,0.0,0.0,0.0,0.0,0.0,8.55,19.73,3.42,5.38,2.56,3.14,0.0,0.9,0.0,0.0,2.56,6.28,0.0,4.04,0.0,0.0
R_97APSd1kYg20UmZ,1.0,1.0,156.0,171.0,84.44,61.04,29.41,9.55,19.9,26.26,38.83,9.1,12.0,13.15,21.79,16.96,91.03,90.06,69.87,69.01,58.33,58.48,8.33,13.45,4.49,9.94,3.21,7.6,0.0,0.0,0.0,0.58,0.0,0.58,1.28,1.17,3.85,3.5099999999999993,20.51,21.05,12.82,12.87,0.64,0.58,13.46,9.94,11.54,12.280000000000001,3.21,2.92,6.41,6.43,0.0,0.58,16.67,17.54,7.69,6.43,3.85,1.75,4.49,6.43,2.56,1.75,0.64,0.58,1.28,4.09,25.64,26.9,0.0,0.0,13.46,20.47,1.92,4.09,1.28,4.09,4.49,5.26,3.21,1.17,0.0,0.58,3.21,2.92,0.0,0.0,5.13,3.5099999999999993,3.21,0.58,1.92,1.75,1.28,1.75,0.0,0.0,1.28,0.58,0.0,0.0,0.64,0.58,0.0,0.0,0.0,0.0,8.97,9.94,4.49,6.43,1.28,0.0,0.0,0.0,1.28,0.58,0.0,0.58,2.56,2.34,4.49,3.5099999999999993,0.0,0.58,1.92,0.58,0.0,0.0,0.0,0.58,0.64,1.75,0.64,0.0,0.0,0.0,0.0,1.75,6.41,2.92,2.56,0.0,0.0,0.0,1.92,2.92,1.92,0.0,0.0,0.0,5.13,2.34,1.28,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.0,3.5099999999999993,4.49,3.5099999999999993,7.05,7.6,1.92,5.26,0.64,0.0,3.85,2.34,0.0,1.17,0.0,0.0,0.64,0.0,5.13,3.5099999999999993,1.28,0.0,6.41,4.09,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.18,8.19,8.33,7.6,1.28,0.58,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0
R_97CH322YiXUy0cp,1.0,1.0,170.0,180.0,77.79,80.96,19.18,20.13,90.34,95.07,13.870000000000001,6.08,18.89,20.0,30.59,32.22,90.59,89.44,65.29,63.89,51.18,51.67,10.0,10.0,8.24,8.33,5.88,5.56,0.59,1.11,0.0,0.0,0.0,0.0,1.76,1.6699999999999997,1.76,1.6699999999999997,14.71,13.33,9.41,8.33,0.0,0.0,14.120000000000001,16.67,7.0600000000000005,6.67,5.29,5.56,7.0600000000000005,7.22,0.59,0.56,12.939999999999998,11.11,8.24,7.78,1.76,2.22,4.71,5.56,2.94,3.33,1.76,2.22,0.0,0.0,30.0,30.0,0.59,0.56,21.18,21.11,7.65,6.67,2.35,2.22,4.12,3.89,5.29,5.0,0.0,0.0,3.5300000000000002,4.44,0.0,0.0,4.71,4.44,1.76,1.11,2.35,2.78,2.35,2.78,0.59,0.56,1.18,1.6699999999999997,0.0,0.56,1.18,1.11,0.0,0.0,0.0,0.0,10.0,9.44,4.71,3.89,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,2.94,2.78,5.29,5.56,0.0,0.0,1.76,1.6699999999999997,0.0,0.0,0.0,0.0,0.59,0.56,0.0,0.0,0.0,0.0,0.59,0.56,5.88,6.109999999999999,1.76,1.6699999999999997,0.0,0.0,4.12,4.44,0.0,0.56,0.0,0.0,6.469999999999999,5.56,1.76,1.6699999999999997,0.0,0.0,0.59,0.56,0.0,0.0,0.0,0.0,0.0,0.0,4.12,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.56,1.18,1.6699999999999997,4.12,5.0,7.65,8.33,2.94,1.6699999999999997,1.18,1.11,2.35,5.0,0.59,0.0,0.0,0.0,0.59,0.56,8.82,8.33,2.35,2.22,1.18,1.6699999999999997,2.35,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.56,5.29,5.0,1.76,2.78,0.0,0.0,0.0,0.0,1.76,1.6699999999999997,1.18,1.11,0.0,0.0
R_97VvwanVzOGTy6T,1.0,1.0,154.0,153.0,10.49,19.08,32.75,9.11,93.85,60.64999999999999,95.27,28.989999999999995,25.67,25.5,22.73,30.72,94.16,89.54,72.73,67.32,61.690000000000005,58.82000000000001,14.29,15.689999999999998,9.74,9.8,4.55,5.88,2.6,0.0,2.6,0.0,0.0,1.96,0.0,0.65,4.55,5.88,16.23,13.07,3.25,4.58,1.3,0.0,11.04,11.76,14.939999999999998,9.15,7.790000000000001,10.46,9.09,7.84,1.3,1.31,18.83,14.380000000000003,8.44,3.92,7.790000000000001,4.58,6.49,3.92,4.55,0.65,1.9500000000000002,1.96,0.0,1.31,40.26,24.84,0.0,0.0,20.78,20.26,6.49,6.54,2.6,3.27,2.6,3.92,1.9500000000000002,3.27,0.65,0.65,7.790000000000001,4.58,0.0,0.0,5.84,0.65,5.84,0.65,0.0,0.0,0.65,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04,12.42,3.9000000000000004,7.190000000000001,1.9500000000000002,1.31,0.0,0.65,0.0,0.0,0.0,0.65,1.3,3.92,7.14,4.58,0.0,0.0,0.65,0.0,0.0,0.0,0.0,1.96,0.0,3.27,0.0,0.0,0.0,0.0,0.0,3.27,6.49,3.27,3.9000000000000004,0.0,0.0,0.0,2.6,3.27,0.65,0.0,0.0,0.0,4.55,5.88,0.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9000000000000004,0.0,0.65,0.0,0.0,0.0,0.65,0.0,0.0,2.61,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.65,2.6,1.31,3.9000000000000004,5.88,3.9000000000000004,4.58,0.0,0.0,0.0,0.0,2.6,3.92,0.65,0.65,0.0,0.0,0.0,0.0,7.790000000000001,4.58,5.84,1.96,5.84,3.27,2.6,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,6.54,3.9000000000000004,3.27,2.6,3.27,0.0,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,0.0
R_98LEQQbG1QLjGs9,1.0,1.0,174.0,151.0,16.68,34.39,5.1,1.29,43.66,82.08,14.0,8.05,21.75,21.57,17.82,23.84,94.82999999999998,92.05,76.44,70.2,59.2,56.95,20.11,13.25,14.369999999999997,7.95,8.05,7.28,1.15,0.0,0.0,0.0,2.87,0.0,2.3,0.66,5.75,5.3,13.22,10.6,8.62,6.62,0.57,0.0,10.92,15.23,13.22,13.25,3.45,3.97,8.62,11.26,3.45,1.99,25.29,19.87,5.17,5.96,3.45,1.32,5.75,2.65,4.02,2.65,0.57,0.0,1.15,0.0,36.78,33.77,0.0,0.66,24.71,24.5,4.6,7.28,4.6,3.97,7.47,5.96,1.15,3.31,0.0,0.0,8.05,6.62,0.0,0.0,4.02,2.65,1.7199999999999998,0.66,2.3,1.99,1.15,0.0,0.0,0.0,1.15,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,16.09,9.93,6.9,7.28,0.57,0.66,0.0,0.66,0.57,0.66,1.15,0.66,4.02,3.31,9.2,2.65,0.0,0.66,1.7199999999999998,0.66,0.0,0.0,2.87,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,2.65,5.17,1.32,1.15,0.0,0.0,0.0,2.3,1.32,1.7199999999999998,0.0,0.0,0.0,2.87,3.97,0.57,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,1.15,0.66,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,8.62,7.28,5.75,5.96,0.57,0.66,0.57,0.66,3.45,3.97,2.3,1.32,0.0,0.0,0.0,0.0,2.87,3.31,6.32,1.32,3.45,6.62,0.57,0.66,0.0,0.66,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,18.39,11.92,4.6,4.64,3.45,2.65,0.0,0.0,0.0,0.0,8.62,4.64,1.7199999999999998,0.0,0.0,0.0
R_98LIgzqqTXmkhm0,1.0,1.0,215.0,120.0,46.62,75.4,7.47,2.26,53.52,91.92,15.07,11.69,16.54,15.0,23.26,25.83,95.81,89.17,69.3,62.5,57.21,54.17,14.88,7.5,10.23,6.67,5.12,5.83,0.93,0.0,0.0,0.0,0.0,0.83,3.26,0.0,4.65,0.83,13.02,14.17,8.37,10.0,0.47,0.0,14.420000000000002,14.17,10.7,11.67,5.12,4.17,7.44,7.5,2.33,0.83,17.21,15.0,5.58,5.0,1.4,3.33,5.12,2.5,3.26,0.0,0.0,0.0,1.86,2.5,31.63,30.0,0.0,0.0,21.4,24.17,3.26,6.67,1.4,4.17,5.12,5.83,2.79,4.17,0.0,0.83,7.44,5.83,0.0,0.0,6.05,2.5,2.79,0.83,3.26,1.6699999999999997,1.4,0.0,0.47,0.0,0.93,0.0,0.47,0.0,0.47,0.0,0.0,0.0,0.0,0.0,13.49,4.17,7.44,3.33,1.4,0.0,0.0,1.6699999999999997,0.0,0.83,0.93,0.0,4.19,0.83,6.05,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.93,0.83,0.0,0.0,0.0,0.0,0.93,0.83,9.3,0.83,1.86,0.0,0.0,0.0,4.65,0.83,3.26,0.0,0.0,0.0,6.05,2.5,1.86,2.5,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.47,1.6699999999999997,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.93,0.83,0.93,0.0,4.65,5.0,6.51,9.17,3.26,2.5,0.47,0.0,1.86,5.83,1.4,0.83,0.47,0.0,0.0,0.0,5.58,8.33,4.65,0.0,2.79,1.6699999999999997,0.47,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63,16.67,6.05,6.67,2.33,4.17,0.0,0.0,0.0,0.0,3.26,5.0,0.0,0.83,0.0,0.0
R_99czvMc8kHQ3LrS,1.0,1.0,150.0,94.0,1.0,17.82,3.95,18.61,97.89,77.82,20.23,9.87,30.0,31.33,14.67,20.21,98.0,94.68,80.67,69.15,68.0,56.38,18.67,13.83,14.0,10.64,9.33,7.450000000000001,0.67,0.0,0.67,0.0,0.0,0.0,3.33,2.13,4.67,3.19,10.67,14.89,4.0,4.26,0.67,0.0,10.67,9.57,11.33,9.57,15.33,5.32,14.0,13.83,2.67,0.0,20.67,18.09,2.67,4.26,0.67,1.06,2.0,5.32,2.0,5.32,0.0,0.0,0.0,0.0,34.0,30.85,1.33,1.06,22.67,21.28,6.67,5.32,2.67,4.26,5.33,5.32,3.33,8.51,2.67,1.06,5.33,4.26,0.0,0.0,6.0,2.13,2.67,0.0,2.67,1.06,4.67,2.13,1.33,0.0,2.67,1.06,0.67,0.0,0.0,0.0,1.33,0.0,0.0,0.0,9.33,13.83,3.33,6.38,0.67,1.06,0.0,0.0,0.0,0.0,0.0,0.0,2.67,5.32,6.0,7.450000000000001,0.0,2.13,1.33,2.13,0.0,1.06,0.0,0.0,0.67,2.13,0.0,0.0,0.0,0.0,0.67,2.13,6.67,6.38,0.67,0.0,0.0,0.0,4.0,6.38,2.0,0.0,0.0,0.0,0.67,3.19,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,12.0,8.51,8.67,9.57,1.33,1.06,1.33,1.06,5.33,6.38,2.67,2.13,0.0,0.0,0.0,0.0,6.67,3.19,7.33,2.13,6.0,2.13,0.0,0.0,1.33,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,10.67,9.57,3.33,5.32,4.0,2.13,0.0,0.0,0.0,0.0,2.67,0.0,0.67,2.13,0.0,0.0
R_9ADm21vJo7nh1VT,1.0,1.0,87.0,47.0,41.08,24.81,5.1,1.0,95.69000000000001,71.66,3.4700000000000006,20.23,17.4,11.75,26.44,27.66,96.55,97.87,72.41,70.21,59.77000000000001,55.32,12.64,19.15,10.34,19.15,9.2,17.02,0.0,0.0,0.0,0.0,0.0,0.0,1.15,2.13,2.3,0.0,13.790000000000001,14.89,6.9,4.26,1.15,0.0,12.64,10.64,13.790000000000001,12.77,5.75,2.13,6.9,6.38,0.0,0.0,20.69,23.4,6.9,4.26,3.45,4.26,6.9,2.13,4.6,2.13,1.15,0.0,1.15,0.0,31.03,27.66,1.15,0.0,22.99,17.02,6.9,2.13,4.6,2.13,5.75,8.51,1.15,0.0,0.0,0.0,3.45,2.13,0.0,0.0,6.9,4.26,2.3,2.13,4.6,2.13,1.15,2.13,0.0,0.0,1.15,2.13,0.0,2.13,1.15,0.0,0.0,0.0,0.0,0.0,9.2,14.89,5.75,12.77,2.3,2.13,0.0,2.13,1.15,0.0,0.0,0.0,1.15,4.26,3.45,2.13,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,1.15,2.13,0.0,0.0,0.0,0.0,1.15,2.13,3.45,4.26,0.0,0.0,0.0,0.0,2.3,4.26,1.15,0.0,0.0,0.0,4.6,10.64,1.15,10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,2.13,10.34,4.26,8.05,4.26,0.0,0.0,2.3,0.0,6.9,4.26,0.0,0.0,0.0,0.0,1.15,0.0,4.6,4.26,3.45,0.0,5.75,2.13,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,10.64,5.75,8.51,3.45,2.13,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0
