pid,text
R_9zAUnGRFYT3T1fY,
R_448C7cW8wSXpC6o,"Bro are u serious they've only just gotten back to me why they doing this so bloody late actually incompetent who doesn't know how to answer their phone one time hi friend A, it's too late to book a new venue, most are full, i reckon we risk it for the biscuit n pray we don't get food poisoning, maybe we just wont order anything high risk i would go through the reviews which show which meals could've possibly led to the food poisoning and avoid them i would keep the booking because it's way too late to find a new venue and if food critics say it's good i will trust that"
R_9tnHNQwVXmXn7Vj,"I feel unbelievable that my friend A didn't tell me that some diners got food poisoning early when I was finding that restaurant hardly. During the time I was finding the restaurant, you (friend A) didn't give me or suggest any ideas, but when I finally decided which restaurant we were going to help friend B celebrate his birthday, you just jumped out and told me that we should not go to this restaurant. I will tell friend A to shut up because it is too late for changing the restaurant. Also, I would tell friend A some Google reviews may not be true; we can't just read those reviews on Google and decide not to go to the restaurant. However, I will see a review of the restaurant again to check if it is just a random accident. I will try my best to find out the real information."
R_49s5JaRFUTihinG,"Bruh as if you text now what took you so long the restaurant literally have great reviews I don't know what your on about like that is highly infruitating. I say that because most reviews from food critics are positive, we should just go anyways plus all the other restaurants are full now anyways and we need to a place to celebrate. The information should be trustworthy as well as it comes from major food critics so lets just go yeah type."
R_4Etpbd36eElVfi7,"Initially, I would have felt betrayed, annoyed and disrespected by my friend. Since we had planned to book a place together, if feels like they are leeching off my time and efforts to do something, and then for them to chime in at the end to try and be 'helpful' in some way, irritates me. I would immediately let Friend A know that I have had my trust and respect breached, as they didn't seem to care for my time at all, and I would also tell them that they were arrogant and disrespectful to suggest to switch restaurants after I had spent time planning and booking things. I would trust my research, and stick to the restaurant I had already planned, as I had seen proper food critics, and I would Friend B know of what Friend A has done, and tell Friend A that if they were to do it again, I just wouldn't invite them next time."
R_9ceigsEeDCxgZmh,"My immediate reaction is annoyance. They should have helped or looked at reviews earlier if they wanted a say in where to go. To explain our situation, I'd lead with the fact that it's too late to change the restaurant anyway, and if we didn't go, we wouldn't have a nice restaurant to go to. Then I'd explain the great reviews from the food critics. While food critics are usually more reliable than online reviews, I acknowledge that there may be biases. Restaurants usually treat food critics much nicer than regular guests. Online reviews may be more authentic, but people can easily lie due to any personal vendettas or even just for no reason at all. Since bad reviews are usually guaranteed regardless of how nice an establishment is, I'd consider the ratio of good to bad online reviews. Perhaps I'd try to look for the restaurant's food safety certificate and see how recent it was attained or how renewed. I'd consider the price of the non-refundable deposit as well as the general reputation of the restaurant. Assuming there aren't any apparent red flags, I would keep the booking. The deposit is paid and changing plans so soon is a hassle. Assuming there aren't any significantly apparent red flags, I will keep the booking. e"
R_4Qrr4Sxrf7MWyC0,"My first gut reaction after reading Friend B’s message is confusion and a bit of doubt. Part of me feels slightly anxious—what if Friend B is right and we’re making a mistake sticking to the original plan? But another part of me feels defensive, like, ""Wait, we already booked this for a reason; I shouldn’t just change everything based on one message."" Emotionally, I feel torn between wanting to trust Friend B (since they might know something important) and not wanting to overreact. If I had to say something to Friend A right away, I’d probably say, “Hey, B messaged me about this—do you think we should look into it? Maybe we should double-check before making a decision.” I wouldn’t outright cancel anything yet; I’d want to discuss it with Friend A first since we planned this together. When it comes to deciding what’s trustworthy, I’d think about how reliable Friend B usually is. Do they normally share accurate info, or do they overreact? I’d also check if they provided any evidence or if it’s just their opinion. If it’s something important, I might look online or ask someone else who’s been there recently. Before choosing, I’d definitely do some quick research—maybe check reviews, schedules, or official updates—and talk to Friend A about it. I wouldn’t want to waste money or ruin the plan based on a rumor. My final choice: I’d keep the booking unless I find solid evidence that changing plans is necessary. Right now, Friend B’s message alone isn’t enough for me to switch. But I’d stay open to changing if I find reliable confirmation."
R_4FEe0xLd6itwVFL,"When I received a text message from my friend A, I felt a little angry and helpless at the same time. A month ago, I contacted him to ask him to share the planning tasks with me, but he didn't respond at all. In the end, I did everything myself and paid the non-refundable deposit out of my own pocket. Now, with only three hours left before dinner, he suddenly pops up and says, ‘Maybe we shouldn't go.’ This really makes me feel unfair. The most critical issue is that changing restaurants at this point is extremely difficult. We booked quite late, and the popular restaurants in this area are likely already fully booked. Changing locations at the last minute could ruin Friend B’s birthday, especially if we can’t find a new place to eat. B has been looking forward to tonight, and I don’t want him to feel like we didn’t prepare properly."
R_4K2wWM1201O7BbJ,"Reserve your reservation. ​​ Reason The credibility of information is weighed: The generally high praise from professional food critics weighs far more than a few unverified, anonymous Google negative reviews (especially those that have been ""carefully"" selected). Urgency and feasibility: With only three hours left until dinner, it is almost impossible to guarantee finding a place of good quality and with a seat when changing locations at the last minute. The greater possibility is to cancel the entire celebration or end up in a worse restaurant. Sunk cost consideration: That non-refundable deposit is no small amount. It feels so frustrating to lose this sum of money for nothing after friend A gave up. The credibility of Friend A: His previous disappearance and lack of help, coupled with this sudden last-minute panic, make it hard for people to take his ""warning"" too seriously. Risk mitigation measures: We will pay more attention at that time - order thoroughly cooked dishes, observe the atmosphere of the restaurant, and avoid the high-risk foods mentioned in the comments. If others seem suspicious, I will quietly remind everyone."
R_2hBdnry1AtOl99m,"Oh no — my heart just dropped when I saw Friend A’s message. We’re only three hours away from dinner, and now I’m being told that the restaurant might have caused food poisoning? Seriously? After all this planning and stress — and especially after A completely ghosted me when I asked for help — this feels like a slap in the face. My first reaction is frustration. I want to text A something like: “You ignored me for weeks and now suddenly you’re worried?” But I need to stay calm and think this through. I know I can’t just cancel last minute without checking the facts, especially since we’ve already paid a non-refundable deposit. I’ll start by looking at the Google reviews myself. Are there multiple recent reports of food poisoning or just one or two random comments? I’ll also check the dates — maybe the issue was months ago and already resolved. Then I’ll search the restaurant’s name in local news or social media to see if anything serious was reported. Given the restaurant’s strong reputation with food critics and how late it is to find alternatives, I’m leaning toward keeping the booking. But to be safe, I’ll call the restaurant directly and ask if they’re aware of any recent complaints. If they’re transparent and confident, I’ll feel better about sticking to the plan. Unless I find strong evidence that it’s unsafe, I’ll keep the booking. It’s too late and too risky to change now, and Friend B deserves a well-planned birthday dinner — not chaos because Friend A suddenly panicked."
R_9viZJcOtFe2UMZI,"my immediate gut reaction would be annoyance, because friend A could have brought this up with me earlier. if they brought it up earlier, I could have changed the restaurant or not paid the non-refundable deposit. I'd probably say to friend a 'thanks for letting me know, however this restaurant has great reviews from food critics and I've already paid the deposit. also, there will be no where else to go at this time'. honestly, google reviews seem to be more reliable than food critics, since they may be paid to advertise the business. I would probably check if there are any undisclosed advertisements in the food critic reviews, as well as check whether the negative google reviews have anything in common (food poisoning associated with a specific dish). ultimately, I would keep the booking, because there probably isn't another restaurant open, and I'm annoyed at friend a for only helping at the last second."
R_9qCqgxLFaxmotAR,"I would be annoyed that they ghosted me and felt that they could make judgemental comments about something we were supposed to do together. I would keep these thoughts to myself to try to maintain peace and reply with something along the line of ""I have reviewed comments from food critics and the restaurant is held in high regard. Ive already paid a deposit I cannot get back and it is now too late to change to somewhere else."" I would be concerned if there were numerous recent reviews talking about food poisoning but if the critic reviews were also recent then I would trust them more. If A was so concerned about it (possibly rightfully so, depends on the date of the reviews) then I would happily switch the restaurant if they organized it and refunded me the deposit. I would lean towards keeping the booking unless I'm refunded, and depending on if A apologized for disappearing I might rethink the friendship."
R_4IuXMRl31zVDX2Z,"Three hours before the dinner, and now Friend A wants to raise concerns? Where was this energy when I asked them for help a month ago? I can’t believe they ghosted me back then, and now they’re suddenly worried because of a few Google reviews. This feels so unfair I put in the effort, paid the deposit, and now they want to derail the whole plan. Okay, breathe. Let me look at the screenshots they sent. Yeah, a couple of people are complaining about food poisoning, but I also remember reading reviews from actual food critics who raved about this place. It’s not like every restaurant has perfect reviews even good places can have the occasional bad night. Still, I should double-check. I’ll quickly look up more recent reviews, maybe on a few different platforms like TripAdvisor or even Instagram to see if anyone’s posting about it tonight. Also, I’ll call the restaurant not to cancel, just to ask a few questions casually. Like what their food safety rating is or if they’ve had any recent complaints. If anything seemed sketchy, I’d feel it. As for Friend A, I’m tempted to just ignore the message, but I’ll keep it civil. Something like: “I’ve seen some great critic reviews and checked the food safety rating everything looks good. Given the short notice and non-refundable deposit, we’re still going. I hope you’ll come!” Bottom line: we’re going. Friend B deserves a proper celebration, and this was the best option we had. I’ve done my homework."
R_9f8TBp2vAQXd329,"When I first read Friend A's message, I would be annoyed as she didn't respond to my texts when I asked for her opinion and help which I have to do everything on my own. I would reply to her chats by telling how we already booked the restaurant and that I already search for food critics review before I booked this restaurant, that most restaurants nearby is already full if we cancelled on this one. I would also tell her that I already paid the deposit for this restaurant and that it is non-refundable. If the food critic review is in a form of video in social media, I would send her the link so that Friend A can see, but if it is in the form of text, I would just send her a screenshot of the proof that I researched about the restaurant before booking. I would believe food critics as I am sure that these critics must have tasted every food in every restaurants which I'm sure if they said its good then it must be very good. Eventually, I would keep the booking as most of the restaurants with good food must be very packed already especially for walk-ins."
R_9QLchgtc6B8476G,"A. initially i felt annoyed/frustrated as friend a did not bother to help to begin with and is only mentioning something three hours before the booking when they could have said something earlier B. why did you not respond to my initial texts about the booking / why did you not mention this issue earlier C. determine if food critics were paid to go to the restaurant/leave a review or if they voluntarily went and left good reviews, see the google reviewers history (other ratings they have made) D. check if any other resturant, with better ratings, is available, give friend b options and ask what they would prefer My final choice is keep booking - deposit is non-refundable, friend b would probably feel disappointed if we were not able to get another booking, can avoid dishes that have higher risks of food poisoning/order drinks"
R_93vFP1P8RlZwhtL,"First of all, I will be very unhappy and angry. And I will say to friend A: Why didn't you reply when I was communicating with you? Now that I'm running over here, you're saying that my choice is flawed. If you are not satisfied, you should have communicated with me a month ago instead of now. Secondly, I think although the screenshot of Google's comments has some persuasive power, since I'm not sure about the intentions of friend A, I will check for myself to see if these things actually happened. Personally, I think it might have happened before, but not recently. Finally, my final decision is that if I confirm that there has been a poisoning incident recently, I will go to the merchant to discuss the matter and refund the fee for the reserved position. If no such event has occurred recently, I would choose to keep the reservation. Even if they don't come, I will still go and eat by myself."
R_41Ba1as7ba32vsJ,"I would be pretty pissed off at him since if he wanted to have any input he probably should have said it early like a month earlier knowing my friend hes probably a bum so I know he didn't have anything urgent or anything to attend to. Unless he did though, for example his parents might have gotten into a car crash and died and so he couldn't respond, but still regardless of how traumatic this event was he should still have the decency to respond at least within a month, not just about this dinner but telling me about what happened to him as friends should do. So I'd probably tell him that if he wanted to change the booking he shouldve said something earlier and that me and friend B will be going to this place regardless of if A was coming or not. In regards to the reviews I'd probably think nothing of it as not only am I pissed of at A but you can find anyone saying anything on the internet, and so i would keep the booking."
R_9Z7mlqmSLzfiFhf,"I already paid the deposit, why is A telling me just now, why didn't A respond to my messages earlier when I needed them to? And A is just telling me now? That is not going to help the situation at all. So now if we actually don't go, either A and me split the deposit price and we go to a new place or we just go to the place I picked. But food poisoning is dangerous and the reviews food critics gave might have been biased. It's quite risky. I also should've checked the Google Reviews before I booked. That's my mistake. Maybe we should also consult B and see what they say. But I am still annoyed at why A stopped replying and is only saying all of this now. Where was A when I needed them? Final choice is to change plans because it is B's birthday and it is not worth it the risk."
R_41yLbDAOwRjV9ZD,"My immediate gut reaction would be shock at the news and annoyance/confusion at why the friend responded after so long. I would immediately research to try and see if these reviews are authentic or not and contact the restaurant directly to ask about this. I would also check online on social media. If it's true, I would demand a refund for the booking. What I would mention to the friend is the high rating from food critics and ask why they haven't responded for so long/if everything is alright with them. I would also check in with Friend B first to make sure they can come. My final choice would depend on whether the reviews seem trustworthy and what the restaurant says when I call them. This is because I don't want to have wasted my money as it's not refundable but want to take my friend's text into consideration just in case it is true."
R_9AMDoqFupvbMn0u,"(There's probably a typo? As we received the message from A instead of B, my response will be under the circumstance of where the message comes from A instead of B) I would be disappointed and displeased as I'm about to lose money when I first received A's message. I would then check the google review myself to see how recent the food poisoning occurred. If it happened within this week, I would suggest eating takeout at whoever's house, if not I would try to convince them to go. I would overall try to keep the situation light as its B's birthday and I do not want to cause any tension. So I will probably respond with a surprised emoji. Regarding A's lack of response a month prior I would no longer ask for their opinion and instead take full control of the situation. Overall, I will change plans for us, as I don't want my friend risk to get diarrhoea on their birthday. But because I don't want to waste money, I would check if I can change booking date and go by myself some other time."
R_9FM1heUaLdVQUsx,"My immediate reaction is that friend A shouldnt have an opinion. if I planned it all myself and they dont like the restaurant they shoudlve said something earlier. however, if they hold that opinion strongly id just reply saying i already paid the deposit and if they really want something done then they can pay the deposit and find a new place. i would trust their information if its in a screenshot like theres no reason i shouldnt but then i would go check myself. i would look the restaurant up to see if there are bad reviews and then be like oh i actually found these ones theyre mostly good if they are. i would decide to keep the booking unless the friend wanted to pay the deposit i already paid and wanted to find somewhere else. id probably explain too that most of the review are good and itll be okay anyway."
R_9IYl1rZSCRvKRkD,"I would be frustrated at friend a, as they made no help to make plans and have now decided to suggest something different, after a nonrefundable deposit. I would say to friend a that I had only heard good stuff and seen really good reviews, that a nonrefundable deposit was paid and that they should have said something earlier. I would go and check reviews myself. depending on reviews I would most likely keep the booking as it is meant to be good and is non-refundable."
R_4jBC0qyqsZWEaQL,"I would be very angry, firstly, I picked the venue and paid for it. Further, not replying to someone's message is rude in my opinion, and I am booking the restaurant for them. I would probably say to my friend A, Please pick a restaurant yourself. I would read the reviews of the restaurant again. If there is only one review, then it should be a chance event; if there are more than three of this kind of review, then I think I would consider it. Also, if there is other software, I would check the reviews. Before making a final decision, I would ask my friend B's opinion, as it's his birthday, if he wants to be at this restaurant, he doesn't have to make a change, if he wants a different one, let him choose. After the discussion with B, I will decide whether to keep the booking or change the plan, and if I do change the plan, I will most likely leave them to their own choices and booking."
R_4fEgJqtJj1UGFQQ,"A. confused B. ask him why he took so long to reply C. decide on the overall rating of reviews D. ask a friend or family who has been to the restaurant about their experience. Keep the booking, as I was forced to decide alone."
R_4hA67MOCRzYcpR4,"Upon reading Friend A's message, my immediate gut - reaction is one of annoyance. I mean, where were they when I was struggling to find a restaurant on my own after they ghosted me? Now, just three hours before the dinner, they pop up with this alarming news. Right away, I'd be tempted to text Friend A back saying, ""You went radio - silent on me when I needed help, and now you come up with this? How reliable are these Google Reviews anyway?"" I'm skeptical because I remember the restaurant has great reviews from professional food critics. Food critics usually have more in - depth knowledge and experience in evaluating restaurants compared to random diners on Google Reviews. To decide which information is trustworthy, I'd consider the source. Food critics are likely to have visited the restaurant, tasted the food properly, and made a more objective assessment. On the other hand, Google Reviews can be subjective, and it's possible that those who claimed to get food poisoning had other factors contributing to their illness. Before making a final decision, I'd do some extra checks. I'd try to find more recent reviews on other platforms like Yelp or TripAdvisor. I'd also look for any official health inspection reports of the restaurant. If I can't find any red flags from these additional sources, and considering that most nearby venues are full, I'd probably stick with the original booking. After all, I've already paid a non - refundable deposit, and the positive reviews from food critics give me some confidence in the restaurant's quality."
R_4NwhRxEgkSXBV03,"A - thats so annoying i need to find a new restaurant now and ugh my money, why didnt they tell me this before i made a deposit but it is what it is i guess B - id be annoyed at them but id be like oh ok and try to get them to help me find a new place and then just be annoyed at them later C - i would trust them i dont think thered be any reason for me to not D - id tell other people about the inconvenience it was change plans because i dont want people to get sick"
R_9Brhp62AwtSXskk,"I would be annoyed at Friend A for trying to help minute. Afterall, the two of us were supposed to be looking for a restaurant together. If Friend A helped from the beginning, maybe we would have had more information. I would say to Friend A to why he or she was not responding to my messages and all of a sudden you decided to do all this research three hours before the dinner. I would clearly the fault in the lack of effort to try and help yet still have the time to do research and criticize that restaurant I chose. Nevertheless, the dinner is in three hours so I would have to make a decision to either push through with it, reschedule the dinner, or settle for a different restaurant. I would carefully investigate the negative review if it were 'rage bait' or legitimate. I would inspect the review for any exaggerations or extreme biases without any evidence and inspect the person who gave the review. Despite the possibility of food poisoning, I would still push through with the booking since I food critics are more credible sources of information and hope that we won't get food poisoning."
R_9gSCcbS1E3C8iTw,My immediate gut feeling is betrayal but I could consider what my friend is saying. I would say to my friend that I would have appreciated if you would let me know earlier about the reviews. I would look at Google Reviews as they are from people who are not professional so they represent normal diners.
R_9eahWs8Qec76gmd,"When I read Friend A’s message, I felt extremely annoyed and angry. I couldn’t believe they waited until three hours before dinner to bring this up, especially after completely ignoring me when I asked for help weeks ago. If they were so concerned about food safety, why didn’t they say something earlier or better yet, book the restaurant themselves? I would reply right away with something like, “Seriously? You had one job, and you ghosted me when I needed help. Now that I’ve done everything, suddenly you care? If you’re so worried, feel free to find another place yourself. I’m not doing it again.” To be sure, I would contact the restaurant to check if there were any recent food safety complaints. I’d also look at the reviews carefully when were the food poisoning claims posted? Are they verified or just random angry customers? In the end, I would keep the booking. It’s too late to change anything, the deposit is non-refundable, and I already took responsibility when A didn’t. If they don’t want to come, that’s their choice but I’m done handling things for them."
R_962o5xFSw9PbNFZ,"That any place may a food poisoning problem on a random night, and since other places are booked we might as well eat there. I'd say to friend a to not worry and to bring the review as a screenshot to the restaurant.I'd message or call any people I personally know who have eaten at the restaurant for real reviews. I would keep the booking as any place may make a mistake leading to food poisoning, personally I'd eat a steak and ask them to be sure its cooked to my liking, showing them the review and maybe even speaking to the manager on shift before ordering to let them know of the issue in hand."
R_9I5GBWmOLvqXYfX,"I already paid the non-refundable deposit for the booking and food critics have highly rated this restaurant. As with all restaurants, not everyone will have the same dining experience due to a number of variables. Friend A was meant to help out but did not help with choosing the restaurant in the end so Friend A does not get a say in deciding which restaurant to go to. While it is an annoying situation, we are already committed to this restaurant because no one else helped in deciding where to go and I have already incurred a cost in the non-refundable booking. Friend B trusts me enough to allow me to book the restaurant for their birthday, so the only reason for me to change plans is if Friend B tells me so, otherwise we keep the booking despite Friend A's late objection."
R_9qeyHfp7rwmBIii,"Ugh, you’ve got to be kidding me. Three hours before dinner and now Friend A suddenly cares? Where was this energy when I asked for help a month ago? I chased them up, they ghosted me, and I ended up doing everything myself; finding the place, reading reviews, paying the deposit out of my own pocket. And it’s non-refundable too. I remember this place had a good write-up in that food magazine and most of the Google reviews were fine. There were a couple of bad ones, but seriously, every restaurant has a few horror stories. It doesn’t mean it’s a death trap. Also, even if we wanted to change restaurants now, it’s a Saturday night. . I get being cautious, but this just feels like them trying to avoid responsibility again. Honestly, unless someone else wants to fork out hundreds of dollars for a new place and sort a backup plan within the next hour, we’re sticking to the original restaurant. I’m not throwing away the effort I put in or the money"
R_4OUZZKs5XdB6yKX,"In this scenario, I would find Friend A to be quite inconsiderate. My first course of action would be to message them, explaining my perspective of the restaurant having good ratings, as well as a non-refundable deposit. I would also explain that given Friend A's poor response time it was all I could find by myself on short notice. I would then go back over reviews of the place to find evidence supporting my claims around food critic's perspectives and send these to Friend A. I would also then look to see which reviews aligned with their perspective of giving food poisoning and take note of which dishes to potentially avoid to put Friend A's mind at ease. I would choose to keep the booking plans as Friend A should've been more proactive in finding places to book and communicating if they did not want to go to this restaurant."
R_9PRjj1DrQC42Avg,"i’d be upset obviously and kinda pissed like they should’ve said something earlier instead of ghosting me for a whole month, and id tell her that maybe but calmly tell them that “hey so the restaurant got rlly good reviews from critics whose opinions are more relevant than some anecdotal experience and i alr paid a deposit and it’s too late now if u had a problem u could’ve said so sooner”. Maybe id read more of the reviews wherever the friend got the reviews from and id trust my own judgement im quite good at finding restaurants and all. And finally id keep the restaurant cuz theres no other ones gonna be open last minute and i don’t wanna lose my deposit, if ppl actually got food poisoning at it repeatedly the place would be shut down"
R_9n6p2jcdoGyug9Q,A: friend A is a dickhead and should of communicated earlier B: well I paid a non-refundable deposit so we are going C: idk D: just dont order anything too sus
R_9jGTQ6wMqanivsJ,"A. I would be angry because he didn't help me before and now on short time notice he wants to change plans. B. I would ask him where we think we should go. C. Ask him where he got the information from and review its credibility myself. D. I would evaluate friends A character before continuing since I think this would be pretty annoying. Unless friend A had a good place they wanted to go and would arrange a booking, their report about food sickness was correct, I would change as the deposit is a sunk cost."
R_4R3qaCCsYEVJ1wC,"A. Fairly annoyed at friend A for not saying anything earlier especially since they didn't reply to messages. B. I'd probably say something like ""ok, maybe we could ask the group what they think? Just a bit scared we won't be able to get a booking anywhere else this late..."" C. Food critic reviews seem more trustworthy, but also to me any reviews indicating food poisoning would plant a slight seed of doubt, that doesn't tend to be something people lie about. D. I'd probably read the reviews for myself and see if they seem truthful. I'd probably change the plans provided we could get a booking somewhere else, but if not wouldn't cancel as long as the groups okay with it."
R_9e43GXStJMzS90J,I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.I never saw friend Bs message.
R_45Ae219AVS6KIs1,"I don't care actually there's only 3 hours left and no way I'm changing the restaurant. To friend A why at this point u showed me this? Like where were u when I needed your help you were not even there. I don't even beileve what friend A said maybe they are trying to drag me down. I will show up to the restaurant at the booking time will still order and celebrate the birthday. If i chose that restaurant, that means it's good enough and have confidence in myself. I don't care about friend A like why would they showed up at last minute and judged my decision. Since it is non-refundable we will show up and eat , and if food poisoning happen we can sue the restaurant. The food critics are more trustworthy than someone who showed uo and judge my decision at the last minute. Keep the booking because there's only 3 hours left and I'm confident with my decision."
R_9s4teXVhjjfKrPu,"Ugh, are you serious. Now Friend A wants to weigh in, three hours before the dinner? Where was this energy when I asked for help a month ago? I’ve already paid a non-refundable deposit, and the place was reviewed well by actual food critics, not just random people on Google Reviews. I get that food poisoning is serious, but online reviews can be so hit-or-miss. One bad night and people go off, I need to be more objective. I want to text Friend A something like, “Appreciate the concern, but I asked you weeks ago for input and didn’t hear back. It’s way too late to change plans now, especially since I paid a deposit and most restaurants are fully booked.”"
R_4wv2qYUqkz8tdtv,"Depends on how close me and Friend A is. If we are not literally best friends, i'll be like whatever and handle it myself. Also depends on how much the deposit is, i'll be pretty sour and think negatively about friend A, however it's likely i'll keep this to myself as it is a non-issue in a grand perspective. Then when friend A ask me about changing restaurant, i'll ask why they haven't contact me earlier and ask more proof about this food poisoning review, if they do have sufficient evidence, i'll ask them what is their plan. If they have a good plan, great, they own up to their mistake and i'll go with it, otherwise i'll call them on their actions. It's likely i'll continue with what i'm doing, friend A is unreliable, a few google reviews can be misleading, and there isnt a lot of options remaining anyways."
R_9MJYOtiXLFLwdGm,"Immediately I would feel annoyed/irritated by Friend A, I would want to yell at them. I would say that they should have considered this before making me choose, as they clearly did not want to and placed the responsibility on me, I would also accuse them of not wanting to eat there in the first place, and finding an excuse to complain. However I would have to consider that the non-refundable booking and reviews do match, but I would look online at specific meals that people who got food poisoning ordered (meat, fish, eggs) and take that into consideration when ordering. Overall I would keep the booking, as I would like to cement to friend A that dumping shared responsibilities without communicating if there were any other outside issues is not something that I value in a friend, and to have to live with the consequences."
R_9AGePJ73L464Cs5,"immediately, i would be extremely pissed off. i hate incompetence and lack of communication, so the fact that they let me know their thoughts so late would anger me. my response would depend on the past experiences i’ve had with this friend. if it’s a friend that has done similar things to this in the past, i would express these thoughts to my friend but not with as much anger but definitely with my feelings. i would tell them that they should’ve spoken to me sooner and collaborated with me more when choosing the restaurant. whereas if it was a friend that would usually not do something like this and is an overall organised person, i would be willing to listen to them (still a bit angry tho). i think i would still stick my foot down and wont change the restaurant. if they were really stubborn or insistent for some reason, id demand for some sort of financial compensation, probably them paying 50% for the payment i had to spend for the booking. overall, i’m not changing the plans because i’m not willing to listen to an irresponsible individual who didn’t bother to communicate with me until this point. also because there’s money involved."
R_9THejfEZJ5ClEBz,"my immediate gut or emotional reaction： Hey, serious? It's only three hours until dinner now, and Friend A just sent a message about the issue of choosing a restaurant? I asked him to book a restaurant together a month ago, but he didn't reply to my messages at all at that time. In the end, I had to handle it all by myself and even paid a non-refundable deposit in advance. Now he just throws over a few screenshots of negative reviews and says, ""Maybe we don't need to go?"" It's really a big deal. keep the booking But if no serious situation is found after checking, I will definitely still follow the original plan. It's too hard to change places at the last minute now. All the other better places must be full, and Friend B will also be very unhappy. The overall reputation of this restaurant is quite good. A few negative reviews are not enough to directly deny it. ** Final decision ** : The original reservation is retained. I don't want everyone's mood to be disrupted, and I still trust this restaurant."
R_9Gt5RTuyE5vjmet,I would still want to go like only a couple of bad reviews compared to the food critics and I think its fair if they haven't messaged me in a while. I would say to friend A that we are still going there and that is finally as it is booked and they have not messaged me in like forever. I choice the critics over my friend because I doubt my friend is a food critic and this is just some google review which I couldn't care less about them. The only extra action I would take before choosing is asking where to go instead and checking with google reviews to see to show that everywhere has bad reviews. My final choice is to go to the place that I have already booked and friend A has to suck it up as it is for a birthday for not him.
R_4JkL95GKekfufeE,"It reminds me of an old friend of mine who lacked communication and then believed we could all work around them when they talked to us last minutes so I would be very frustrated at them for not talking sooner and overstepping when I was the one who put in the effort to find a place. I feel like there would be more of a reason behind their decision of not wanting to go to this restaurant so I would let them know that I chose the restaurant because of good food critic reviews and rather than starting an argument, ask if there is any other reasons they don't want to go to this restaurant and remind them it is too late to move after the deposit and the late notice, if they would like to change restaurant's I would expect the deposit to be split between us and for them to find and book the restaurant by themself for us all as I wouldn't want to put in the same effort again."
R_9226mr5TyVYQkSJ,"When I saw friend A’s message, I was shocked and a bit annoyed. Why is A sending this to me now, just three hours before dinner? They didn’t help at all when I was planning it! I replied to A and asked, “Where did you see this review? Is it recent? Just one person said they got food poisoning—was it serious?” I also checked Google Reviews myself. Most of them were very good. I even found some new reviews from this week that said the food was great. To be safe, I called the restaurant and asked if they had any recent issues with food safety. They told me everything was fine, and no one else complained. That made me feel more confident. Since I already paid a non-refundable deposit and there is no solid proof the restaurant is dangerous, I decided to stick with the plan. I trust the overall good reviews and the restaurant’s response. Changing now would be too late and too stressful."
R_9OMQKOT05YB7OWZ,"A. I would be happy knowing that my friend didn't ghost me intentionally but was probably busy with something. But a part of me would be pissed that friend A wasn't being cooperative, and that I paid for the dinner already, as it's non - refundable. I'd honestly tell friend A to let me see how many google reviews mentioned food poisoning, and see if they were frequent or not. The time stamps matter as well, because i'd look at how long ago the critiques were made, and when the reviews were made. Now i'd also look into the dishes in the review that caused the food poisoning, and would see if it's something easily irritable to the stomach. If there were no dishes mentioned, i'd check the other reviews of the person who wrote the google review to see if it was similar. Honestly, as it is friend B's birthday, i'd call them and ask what they would prefer, as it's their birthday."
R_4dNq3BiOufhobBG,I would tell Friend A that we are going to the place I booked because they did not respond to me and I had to make a decision in order to celebrate Friend B's birthday. Unless Friend A can give me another booking within the hour I would not change my mind. I would also be very annoyed with Friend A as they had ample time to help choose but they left it to the last minute. I would also trust the food critics over the google reviews as they are much more reliable. There is no way to change plans within 3 hours of going to the booking and I would tell Friend A that they should've told me sooner. I would keep the booking for the main reason that there is no time to change it and food critics are more reliable.
R_99czvMc8kHQ3LrS,"I would think about saying well, I already booked the restaurant so I can't really change that now since there is a non-refundable deposit, unless you're OK with paying me back that money. Also I would go back to Google and look at the reviews, if I was right and there were good reviews and would screenshot the reviews and send them to my friend. If they were bad reviews, I would not send them to my friend and instead say that when I booked it, there was already good reviews when I looked. Also if they really cared, they would've also gone to look at the reviews at the same time as me and responded to my message. My emotional reaction would be feeling guilty at first but then realising that actually there's nothing we can do about it now so there is no need to stress about it."
